,gpu_usage,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,cpu_8,gpu_temp,cpu_temp,tj_temp,power_tot,power_model,RAM,elapsed_time
80,39.2,49.0,43.0,48.0,43.0,46.0,66.0,46.0,43.0,61.75,64.093,64.343,14543.0,5821.0,0.8271053606650024,80.20364928245544
81,19.2,45.0,43.0,48.0,60.0,49.0,38.0,45.0,43.0,61.343,64.156,64.218,13282.0,5351.0,0.8275494940497354,81.21536350250244
82,49.6,39.0,37.0,60.0,45.0,46.0,37.0,32.0,37.0,61.281,64.031,64.281,12720.0,4992.0,0.8271400429911135,82.30302834510803
83,72.0,53.0,64.0,42.0,51.0,52.0,51.0,46.0,50.0,62.375,64.062,64.25,13421.0,5870.0,0.826762280100953,83.2176468372345
84,58.2,54.0,44.0,49.0,42.0,59.0,49.0,51.0,42.0,61.843,63.906,64.281,13421.0,5591.0,0.827391552233704,84.25227570533752
85,64.9,54.0,50.0,69.0,58.0,48.0,50.0,49.0,49.0,61.781,63.968,64.281,12961.0,5591.0,0.8274771352398632,85.22494053840637
86,64.6,50.0,46.0,45.0,46.0,52.0,46.0,46.0,63.0,61.875,64.343,64.468,13322.0,5670.0,0.8275539852862103,86.25481867790222
87,42.2,51.0,47.0,42.0,49.0,54.0,54.0,60.0,51.0,61.875,64.218,64.437,12439.0,5231.0,0.8268476135939747,87.21609997749329
88,25.0,49.0,50.0,52.0,44.0,55.0,53.0,45.0,47.0,61.312,64.031,64.406,12158.0,5000.0,0.8267280968011168,88.22583937644958
89,57.4,53.0,49.0,46.0,52.0,48.0,45.0,62.0,44.0,61.812,64.406,64.687,13161.0,5591.0,0.826815176886101,89.21922421455383
90,13.2,32.0,33.0,47.0,36.0,33.0,33.0,53.0,38.0,61.875,64.281,64.75,12439.0,4992.0,0.8266774456342063,90.21318554878235
91,10.6,51.0,41.0,39.0,42.0,43.0,58.0,54.0,44.0,61.718,64.0,64.75,11637.0,4480.0,0.8269092433389349,91.26260590553284
92,85.2,44.0,43.0,41.0,46.0,49.0,49.0,48.0,50.0,61.687,64.406,64.781,12560.0,4872.0,0.8267443151550538,92.24859285354614
93,87.3,44.0,42.0,61.0,41.0,48.0,42.0,43.0,40.0,61.406,64.093,64.75,11918.0,4480.0,0.8266010946141342,93.28282642364502
94,43.0,44.0,49.0,37.0,41.0,40.0,40.0,47.0,49.0,62.093,64.281,64.75,11677.0,4720.0,0.82690575015501,94.26470184326172
